ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,on_time,high_care_calls,discount_tier,weight_category,is_high_value,is_repeat_customer,low_satisfaction,failure_risk_score,predicted_outcome,predicted_label,risk_tier
5629,3,0,5,4,135,2,1,1,5,5834,0,1,1,0,0,0,0,0.73816776,1,Late,High Risk
5630,4,0,4,4,265,2,2,0,9,4106,0,1,1,0,1,0,0,0.5609327,1,Late,Medium Risk
5631,0,0,5,5,175,6,2,0,2,4995,1,1,1,0,0,1,0,0.5559926,1,Late,Medium Risk
5632,1,0,6,2,256,3,2,1,1,4435,1,1,1,0,1,1,1,0.47686204,0,On Time,Medium Risk
5633,2,0,5,4,217,2,2,0,3,5925,0,1,1,0,1,0,0,0.73985887,1,Late,High Risk
5634,4,0,4,4,203,3,2,1,8,4443,0,1,1,0,0,1,0,0.664392,1,Late,High Risk
5635,3,2,3,4,145,2,0,0,5,5513,0,0,1,0,0,0,0,0.78332275,1,Late,High Risk
5636,4,2,3,2,268,3,1,1,9,4215,0,0,1,0,1,1,1,0.695216,1,Late,High Risk
5637,0,2,4,5,206,2,2,0,10,4437,0,1,1,0,0,0,0,0.66688246,1,Late,High Risk
5638,1,2,3,2,215,3,2,0,10,4198,1,0,1,0,1,1,1,0.6984565,1,Late,High Risk
5639,2,2,4,1,177,3,2,0,5,4382,0,1,1,0,0,1,1,0.7348,1,Late,High Risk
5640,4,2,3,3,183,3,1,0,3,5538,0,0,1,0,0,1,0,0.72577995,1,Late,High Risk
5641,3,2,4,2,227,5,2,1,6,4618,0,1,1,0,1,1,1,0.79374135,1,Late,High Risk
5642,4,2,4,1,209,4,2,0,1,5057,0,1,1,0,0,1,1,0.8082372,1,Late,High Risk
5643,0,2,4,4,193,3,1,1,5,5090,1,1,1,0,0,1,0,0.6225281,1,Late,High Risk
5644,1,2,4,4,144,2,1,1,5,4380,1,1,1,0,0,0,0,0.6328077,1,Late,High Risk
5645,2,2,4,2,192,3,1,0,3,4130,1,1,1,0,0,1,1,0.5046795,1,Late,Medium Risk
5646,4,2,2,3,247,4,1,1,5,5725,0,0,1,0,1,1,0,0.52837867,1,Late,Medium Risk
5647,3,2,3,4,199,4,2,0,6,5207,0,0,1,0,0,1,0,0.7439819,1,Late,High Risk
5648,4,2,6,5,273,5,2,1,10,5756,1,1,1,0,1,1,0,0.32555062,0,On Time,Medium Risk
5649,0,2,3,3,232,4,1,0,4,4662,1,0,1,0,1,1,0,0.5349799,1,Late,Medium Risk
5650,1,2,3,5,214,3,1,0,6,5319,0,0,1,0,0,1,0,0.7691579,1,Late,High Risk
5651,2,2,5,1,156,2,1,1,10,5086,0,1,1,0,0,0,1,0.6790259,1,Late,High Risk
5652,4,2,4,3,200,3,2,1,5,5108,0,1,1,0,0,1,0,0.6420832,1,Late,High Risk
5653,3,2,3,5,196,3,2,0,9,4741,1,0,1,0,0,1,0,0.65316767,1,Late,High Risk
5654,4,2,5,3,189,3,2,0,7,5830,1,1,1,0,0,1,0,0.5202074,1,Late,Medium Risk
5655,0,2,5,2,266,2,1,1,3,4030,0,1,1,0,1,0,1,0.5289843,1,Late,Medium Risk
5656,1,2,4,4,198,2,2,1,2,5725,1,1,1,0,0,0,0,0.67957264,1,Late,High Risk
5657,2,2,4,5,144,2,1,1,2,4978,0,1,1,0,0,0,0,0.71397835,1,Late,High Risk
5658,4,2,4,4,217,5,2,1,6,5891,1,1,1,0,1,1,0,0.80432194,1,Late,High Risk
5659,3,2,5,1,169,4,2,1,4,4541,0,1,1,0,0,1,1,0.75371253,1,Late,High Risk
5660,4,2,3,1,153,4,2,0,1,4608,0,0,1,0,0,1,1,0.8394038,1,Late,High Risk
5661,0,2,4,4,152,2,2,0,5,5324,0,1,1,0,0,0,0,0.7367431,1,Late,High Risk
5662,1,2,5,5,245,5,2,0,4,4627,0,1,1,0,1,1,0,0.7941327,1,Late,High Risk
5663,2,2,4,2,237,3,1,1,2,5277,0,1,1,0,1,1,1,0.6700334,1,Late,High Risk
5664,4,2,4,2,266,2,1,0,8,5516,0,1,1,0,1,0,1,0.66861045,1,Late,High Risk
5665,3,2,4,5,216,4,2,0,1,4458,1,1,1,0,1,1,0,0.6843081,1,Late,High Risk
5666,4,2,3,4,186,3,2,0,4,5501,1,0,1,0,0,1,0,0.77840877,1,Late,High Risk
5667,0,2,5,3,280,4,2,0,4,5192,0,1,1,0,1,1,0,0.66769326,1,Late,High Risk
5668,1,2,4,5,229,2,2,0,1,4869,0,1,1,0,1,0,0,0.6634867,1,Late,High Risk
5669,2,2,3,2,225,3,1,1,3,5529,0,0,1,0,1,1,1,0.6424143,1,Late,High Risk
5670,4,2,3,5,149,3,1,0,7,4357,0,0,1,0,0,1,0,0.70234865,1,Late,High Risk
5671,3,2,5,5,200,3,1,1,6,4401,1,1,1,0,0,1,0,0.58134985,1,Late,Medium Risk
5672,4,2,4,2,246,3,1,0,1,5815,1,1,1,0,1,1,1,0.58448774,1,Late,Medium Risk
5673,0,2,3,4,150,2,1,1,1,4742,0,0,1,0,0,0,0,0.7734917,1,Late,High Risk
5674,1,2,3,1,175,3,2,0,9,5797,0,0,1,0,0,1,1,0.7886879,1,Late,High Risk
5675,2,2,3,5,141,3,2,1,10,5775,0,0,1,0,0,1,0,0.7586139,1,Late,High Risk
5676,4,2,3,4,102,3,2,1,9,4111,0,0,1,0,0,1,0,0.58538425,1,Late,Medium Risk
5677,3,2,3,1,209,3,1,0,8,4367,0,0,1,0,0,1,1,0.74144894,1,Late,High Risk
5678,4,2,4,4,287,6,2,1,6,5282,0,1,1,0,1,1,0,0.6624974,1,Late,High Risk
5679,0,2,3,5,212,2,1,0,3,5761,1,0,1,0,0,0,0,0.6502394,1,Late,High Risk
5680,1,2,3,4,205,3,0,0,1,5407,0,0,1,0,0,1,0,0.68455696,1,Late,High Risk
5681,2,2,3,1,180,2,0,1,10,4200,0,0,1,0,0,0,1,0.70737684,1,Late,High Risk
5682,4,2,5,4,229,3,1,1,1,5660,0,1,1,0,1,1,0,0.74312115,1,Late,High Risk
5683,3,2,2,2,182,3,0,1,6,4112,1,0,1,0,0,1,1,0.4057038,0,On Time,Medium Risk
5684,4,2,4,1,183,3,2,0,4,4789,0,1,1,0,0,1,1,0.6734399,1,Late,High Risk
5685,0,2,3,1,212,3,2,1,10,5759,0,0,1,0,0,1,1,0.7109515,1,Late,High Risk
5686,1,2,4,3,235,6,2,1,2,4689,0,1,1,0,1,1,0,0.67036474,1,Late,High Risk
5687,2,2,5,5,210,4,2,1,9,5081,1,1,1,0,0,1,0,0.70605856,1,Late,High Risk
5688,4,2,5,2,111,4,2,0,7,4424,0,1,1,0,0,1,1,0.6979637,1,Late,High Risk
5689,3,2,5,1,270,4,2,0,7,5149,0,1,1,0,1,1,1,0.6164858,1,Late,High Risk
5690,4,2,4,4,135,2,1,1,4,4684,0,1,1,0,0,0,0,0.6788578,1,Late,High Risk
5691,0,2,3,5,143,3,1,0,10,5021,0,0,1,0,0,1,0,0.79604185,1,Late,High Risk
5692,1,2,4,1,216,2,1,0,5,5059,0,1,1,0,1,0,1,0.6695505,1,Late,High Risk
5693,2,2,5,1,136,3,1,1,10,5308,0,1,1,0,0,1,1,0.79459625,1,Late,High Risk
5694,4,2,3,3,145,3,1,0,10,5696,0,0,1,0,0,1,0,0.74290615,1,Late,High Risk
5695,3,2,5,3,142,4,2,0,4,5116,1,1,1,0,0,1,0,0.7545689,1,Late,High Risk
5696,4,2,4,2,175,3,2,1,7,4874,1,1,1,0,0,1,1,0.59579676,1,Late,Medium Risk
5697,0,2,3,1,183,2,1,1,5,5329,1,0,1,0,0,0,1,0.73053133,1,Late,High Risk
5698,1,2,3,1,191,5,2,1,2,4956,1,0,1,0,0,1,1,0.55882776,1,Late,Medium Risk
5699,2,2,3,4,247,3,1,0,9,4157,0,0,1,0,1,1,0,0.7911518,1,Late,High Risk
5700,4,2,3,1,170,2,1,0,2,5662,1,0,1,0,0,0,1,0.73095185,1,Late,High Risk
5701,3,2,3,2,275,2,1,0,5,5393,1,0,1,0,1,0,1,0.6492584,1,Late,High Risk
5702,4,2,4,4,147,4,1,0,8,5882,0,1,1,0,0,1,0,0.7463185,1,Late,High Risk
5703,0,2,4,4,188,3,1,1,6,4174,1,1,1,0,0,1,0,0.611359,1,Late,High Risk
5704,1,2,5,5,248,2,1,1,4,5587,0,1,1,0,1,0,0,0.6813535,1,Late,High Risk
5705,2,2,3,1,245,2,1,0,8,4594,1,0,1,0,1,0,1,0.6281714,1,Late,High Risk
5706,4,2,4,5,164,3,0,1,3,4454,0,1,1,0,0,1,0,0.6601625,1,Late,High Risk
5707,3,2,4,2,260,3,2,0,3,4661,1,1,1,0,1,1,1,0.53460723,1,Late,Medium Risk
5708,4,2,4,4,149,2,2,0,9,4605,0,1,1,0,0,0,0,0.83254564,1,Late,High Risk
5709,0,2,3,2,174,3,1,1,3,4132,0,0,1,0,0,1,1,0.6933774,1,Late,High Risk
5710,1,2,4,5,242,2,1,0,1,5682,1,1,1,0,1,0,0,0.6441615,1,Late,High Risk
5711,2,2,4,1,134,3,2,1,7,4933,1,1,1,0,0,1,1,0.6063374,1,Late,High Risk
5712,4,2,4,5,189,3,2,0,3,5193,0,1,1,0,0,1,0,0.73000973,1,Late,High Risk
5713,3,2,6,5,263,7,0,1,7,5216,1,1,1,0,1,1,0,0.4195837,0,On Time,Medium Risk
5714,4,2,5,2,280,3,0,0,8,5858,1,1,1,0,1,1,1,0.36839488,0,On Time,Medium Risk
5715,0,2,4,2,258,7,2,1,3,4538,1,1,1,0,1,1,1,0.59557074,1,Late,Medium Risk
5716,1,2,4,4,179,3,0,0,1,5242,1,1,1,0,0,1,0,0.5802753,1,Late,Medium Risk
5717,2,2,5,1,250,4,2,1,10,5306,1,1,1,0,1,1,1,0.6071769,1,Late,High Risk
5718,4,2,4,4,212,2,2,1,5,4774,1,1,1,0,0,0,0,0.6924881,1,Late,High Risk
5719,3,2,4,3,236,3,1,1,4,4257,1,1,1,0,1,1,0,0.6210841,1,Late,High Risk
5720,4,2,3,1,239,8,0,1,6,5023,1,0,1,0,1,1,1,0.57258457,1,Late,Medium Risk
5721,0,2,6,3,305,4,1,1,3,1276,0,1,1,1,1,1,0,0.6617766,1,Late,High Risk
5722,1,2,6,3,309,4,1,1,5,1712,0,1,1,1,1,1,0,0.69294125,1,Late,High Risk
5723,2,2,6,3,266,4,2,1,8,1983,1,1,1,1,1,1,0,0.5977698,1,Late,Medium Risk
5724,4,2,4,5,233,4,1,0,6,1495,0,1,1,1,1,1,0,0.70034504,1,Late,High Risk
5725,3,2,5,5,287,4,1,1,4,1509,1,1,1,1,1,1,0,0.49688685,0,On Time,Medium Risk
5726,4,2,6,2,268,4,1,0,7,1274,0,1,1,1,1,1,1,0.6152537,1,Late,High Risk
5727,0,2,6,4,290,4,2,1,10,1366,0,1,1,1,1,1,0,0.6526581,1,Late,High Risk
5728,1,1,7,5,291,4,0,1,6,1135,0,1,1,1,1,1,0,0.58602035,1,Late,Medium Risk
5729,2,1,5,5,227,5,2,0,3,1687,0,1,1,1,1,1,0,0.71915835,1,Late,High Risk
5730,4,1,4,5,175,3,2,0,5,4194,0,1,1,0,0,1,0,0.5631318,1,Late,Medium Risk
5731,3,1,3,3,183,2,1,1,6,5015,0,0,1,0,0,0,0,0.6720167,1,Late,High Risk
5732,4,1,3,4,191,5,2,0,4,4243,1,0,1,0,0,1,0,0.63579375,1,Late,High Risk
5733,0,1,3,4,247,3,1,1,10,5749,1,0,1,0,1,1,0,0.5660892,1,Late,Medium Risk
5734,1,1,3,2,170,2,1,1,2,4214,1,0,1,0,0,0,1,0.6842903,1,Late,High Risk
5735,2,1,3,5,275,2,1,0,7,4619,0,0,1,0,1,0,0,0.7349219,1,Late,High Risk
5736,4,1,4,3,147,4,1,0,7,4865,0,1,1,0,0,1,0,0.6914586,1,Late,High Risk
5737,3,1,4,5,188,3,1,1,4,4632,0,1,1,0,0,1,0,0.7617012,1,Late,High Risk
5738,4,1,5,1,248,2,1,0,6,5281,0,1,1,0,1,0,1,0.6378286,1,Late,High Risk
5739,0,1,3,3,245,2,1,0,4,4719,1,0,1,0,1,0,0,0.56686336,1,Late,Medium Risk
5740,1,1,4,5,164,3,0,1,7,4657,0,1,1,0,0,1,0,0.6682851,1,Late,High Risk
5741,2,1,4,1,260,3,2,1,9,5886,1,1,1,0,1,1,1,0.6405,1,Late,High Risk
5742,4,1,4,2,149,2,2,1,8,5460,1,1,1,0,0,0,1,0.7545546,1,Late,High Risk
5743,3,1,3,1,174,3,1,1,7,4318,1,0,1,0,0,1,1,0.6201315,1,Late,High Risk
5744,4,1,4,1,242,2,1,0,2,5825,0,1,1,0,1,0,1,0.65297383,1,Late,High Risk
5745,0,1,4,5,134,3,2,0,4,5423,0,1,1,0,0,1,0,0.72810614,1,Late,High Risk
5746,1,1,4,3,189,3,2,0,4,4410,0,1,1,0,0,1,0,0.6732759,1,Late,High Risk
5747,2,1,6,5,263,7,0,1,9,5991,1,1,1,0,1,1,0,0.31438655,0,On Time,Medium Risk
5748,4,1,5,3,280,3,0,1,2,5273,0,1,1,0,1,1,0,0.4832373,0,On Time,Medium Risk
5749,3,1,4,4,258,7,2,1,8,5069,0,1,1,0,1,1,0,0.6258969,1,Late,High Risk
5750,4,0,4,1,179,3,0,1,5,4129,0,1,1,0,0,1,1,0.47771415,0,On Time,Medium Risk
5751,0,0,5,4,250,4,2,1,4,4531,0,1,1,0,1,1,0,0.71656716,1,Late,High Risk
5752,1,0,4,1,212,2,2,0,7,5864,0,1,1,0,0,0,1,0.763267,1,Late,High Risk
5753,2,0,4,4,236,3,1,1,10,4347,1,1,1,0,1,1,0,0.5876776,1,Late,Medium Risk
5754,4,0,3,4,239,8,0,1,4,4192,0,0,1,0,1,1,0,0.610116,1,Late,High Risk
5755,3,0,6,4,305,4,1,0,7,1172,1,1,1,1,1,1,0,0.55720377,1,Late,Medium Risk
5756,4,0,6,1,309,4,1,0,6,1866,1,1,1,1,1,1,1,0.82034755,1,Late,High Risk
5757,0,0,6,1,266,4,2,0,2,1862,1,1,1,1,1,1,1,0.62892866,1,Late,High Risk
5758,1,0,4,2,233,4,1,1,7,1861,0,1,1,1,1,1,1,0.70348364,1,Late,High Risk
5759,2,0,5,1,287,4,1,0,4,1579,0,1,1,1,1,1,1,0.6598347,1,Late,High Risk
5760,4,0,6,5,268,4,1,0,2,1324,0,1,1,1,1,1,0,0.75293463,1,Late,High Risk
5761,3,0,6,1,290,4,2,1,6,1505,1,1,1,1,1,1,1,0.6437872,1,Late,High Risk
5762,4,0,7,3,244,5,2,0,10,1913,1,1,1,1,1,1,0,0.46015483,0,On Time,Medium Risk
5763,0,0,6,3,245,4,1,1,2,1158,1,1,1,1,1,1,0,0.5706359,1,Late,Medium Risk
5764,1,0,5,4,219,5,1,1,5,1867,0,1,1,1,1,1,0,0.64138913,1,Late,High Risk
5765,2,0,6,3,257,4,1,0,4,1358,1,1,1,1,1,1,0,0.513654,1,Late,Medium Risk
5766,4,0,6,1,250,4,1,0,2,1783,1,1,1,1,1,1,1,0.5779303,1,Late,Medium Risk
5767,3,0,6,1,249,4,2,1,2,1189,1,1,1,1,1,1,1,0.5581406,1,Late,Medium Risk
5768,4,0,5,4,259,5,1,0,2,1627,1,1,1,1,1,1,0,0.5385383,1,Late,Medium Risk
5769,0,0,6,4,266,4,1,1,3,1503,1,1,1,1,1,1,0,0.5975664,1,Late,Medium Risk
5770,1,0,6,5,244,4,2,0,4,1648,1,1,1,1,1,1,0,0.5732547,1,Late,Medium Risk
5771,2,0,4,2,239,6,1,0,7,1934,0,1,1,1,1,1,1,0.6881955,1,Late,High Risk
5772,4,2,4,2,270,5,1,1,6,1520,0,1,1,1,1,1,1,0.6639014,1,Late,High Risk
5773,3,2,6,4,270,4,1,0,10,1199,1,1,1,1,1,1,0,0.5805291,1,Late,Medium Risk
5774,4,2,6,5,257,4,2,0,1,1957,1,1,1,1,1,1,0,0.50732595,1,Late,Medium Risk
5775,0,2,4,2,243,5,2,0,4,1633,1,1,1,1,1,1,1,0.62609947,1,Late,High Risk
5776,1,2,5,2,264,6,2,1,10,1659,1,1,1,1,1,1,1,0.5346473,1,Late,Medium Risk
5777,2,2,5,4,224,6,1,0,6,1049,1,1,1,1,1,1,0,0.8157075,1,Late,High Risk
5778,4,2,6,5,304,4,1,1,8,1755,1,1,1,1,1,1,0,0.3552048,0,On Time,Medium Risk
5779,3,2,4,2,243,5,2,0,8,1922,0,1,1,1,1,1,1,0.7046646,1,Late,High Risk
5780,4,2,6,3,272,4,1,1,5,1355,1,1,1,1,1,1,0,0.58232254,1,Late,Medium Risk
5781,0,2,5,4,269,5,1,0,4,1537,1,1,1,1,1,1,0,0.6618064,1,Late,High Risk
5782,1,2,7,3,267,4,1,1,7,1384,0,1,1,1,1,1,0,0.6439687,1,Late,High Risk
5783,2,2,6,1,251,4,1,1,2,1679,0,1,1,1,1,1,1,0.66612554,1,Late,High Risk
5784,4,2,4,3,249,5,1,0,3,1012,1,1,1,1,1,1,0,0.41205892,0,On Time,Medium Risk
5785,3,2,7,2,284,4,1,0,6,1550,1,1,1,1,1,1,1,0.57103693,1,Late,Medium Risk
5786,4,2,4,1,254,5,2,0,3,1880,1,1,1,1,1,1,1,0.6588411,1,Late,High Risk
5787,0,2,6,5,269,4,1,1,5,1264,1,1,1,1,1,1,0,0.5240032,1,Late,Medium Risk
5788,1,2,7,5,265,4,1,0,9,1393,0,1,1,1,1,1,0,0.74212945,1,Late,High Risk
5789,2,2,5,3,220,6,2,0,6,1830,1,1,1,1,1,1,0,0.6019619,1,Late,High Risk
5790,4,2,4,4,217,5,2,0,4,1503,0,1,1,1,1,1,0,0.7373686,1,Late,High Risk
5791,3,2,7,4,285,4,2,0,2,1017,1,1,1,1,1,1,0,0.24795985,0,On Time,Low Risk
5792,4,2,5,1,265,5,2,0,3,1514,1,1,1,1,1,1,1,0.6345026,1,Late,High Risk
5793,0,2,5,1,240,5,2,1,1,1200,0,1,1,1,1,1,1,0.6553384,1,Late,High Risk
5794,1,2,5,5,247,3,1,1,1,5226,0,1,1,0,1,1,0,0.5913158,1,Late,Medium Risk
5795,2,2,5,4,179,6,2,0,8,4615,1,1,1,0,0,1,0,0.68444914,1,Late,High Risk
5796,4,2,4,5,142,2,2,0,9,5425,1,1,1,0,0,0,0,0.6910773,1,Late,High Risk
5797,3,2,4,3,207,5,0,0,6,4145,0,1,1,0,0,1,0,0.60626304,1,Late,High Risk
5798,4,2,3,1,183,3,2,1,7,5849,1,0,1,0,0,1,1,0.7096115,1,Late,High Risk
5799,0,2,4,3,167,2,2,0,2,5544,0,1,1,0,0,0,0,0.72020596,1,Late,High Risk
5800,1,2,4,3,175,3,1,0,2,5208,0,1,1,0,0,1,0,0.69020694,1,Late,High Risk
5801,2,2,3,5,183,2,1,1,8,5881,1,0,1,0,0,0,0,0.75141555,1,Late,High Risk
5802,4,2,6,5,176,3,1,0,10,5307,0,1,1,0,0,1,0,0.5418692,1,Late,Medium Risk
5803,3,2,3,4,187,3,1,1,7,5417,0,0,1,0,0,1,0,0.72943634,1,Late,High Risk
5804,4,2,4,5,143,3,2,0,8,4142,1,1,1,0,0,1,0,0.6698637,1,Late,High Risk
5805,0,2,4,3,136,3,1,0,7,5976,0,1,1,0,0,1,0,0.53422505,1,Late,Medium Risk
5806,1,2,3,3,178,3,1,1,3,5396,1,0,1,0,0,1,0,0.71690387,1,Late,High Risk
5807,2,2,4,4,208,2,2,0,6,4983,1,1,1,0,0,0,0,0.6730573,1,Late,High Risk
5808,4,2,4,1,171,2,2,1,1,5635,0,1,1,0,0,0,1,0.79453224,1,Late,High Risk
5809,3,2,2,1,197,4,1,1,5,4614,0,0,1,0,0,1,1,0.7485747,1,Late,High Risk
5810,4,2,5,1,179,3,1,0,7,5814,0,1,1,0,0,1,1,0.7305695,1,Late,High Risk
5811,0,2,6,4,197,5,2,1,4,5889,1,1,1,0,0,1,0,0.5936842,1,Late,Medium Risk
5812,1,2,5,4,285,2,1,1,2,4505,1,1,1,0,1,0,0,0.43264887,0,On Time,Medium Risk
5813,2,2,6,1,141,5,1,0,9,5113,0,1,1,0,0,1,1,0.8245909,1,Late,High Risk
5814,4,2,4,5,274,3,2,1,5,4773,0,1,1,0,1,1,0,0.65907997,1,Late,High Risk
5815,3,2,5,2,287,3,2,0,3,4903,1,1,1,0,1,1,1,0.43158725,0,On Time,Medium Risk
5816,4,2,5,3,218,3,2,0,4,4198,1,1,1,0,1,1,0,0.6071452,1,Late,High Risk
5817,0,2,3,1,213,3,0,0,6,5535,0,0,1,0,0,1,1,0.7020343,1,Late,High Risk
5818,1,2,2,1,207,4,1,1,1,5742,0,0,1,0,0,1,1,0.77543473,1,Late,High Risk
5819,2,2,5,5,273,4,1,1,7,4064,1,1,1,0,1,1,0,0.46841237,0,On Time,Medium Risk
5820,4,2,3,3,185,3,1,1,6,5995,1,0,1,0,0,1,0,0.38498548,0,On Time,Medium Risk
5821,3,2,3,1,192,3,1,0,4,5179,0,0,1,0,0,1,1,0.68288004,1,Late,High Risk
5822,4,2,4,4,276,2,2,0,3,4306,1,1,1,0,1,0,0,0.6242787,1,Late,High Risk
5823,0,2,5,2,229,2,2,1,1,5724,0,1,1,0,1,0,1,0.6162008,1,Late,High Risk
5824,1,2,3,5,248,2,0,1,3,5287,1,0,1,0,1,0,0,0.52278954,1,Late,Medium Risk
5825,2,2,3,4,267,3,0,0,2,5204,1,0,1,0,1,1,0,0.5139995,1,Late,Medium Risk
5826,4,2,4,4,272,3,1,1,9,5458,0,1,1,0,1,1,0,0.59756255,1,Late,Medium Risk
5827,3,2,3,3,153,3,1,1,8,5487,0,0,1,0,0,1,0,0.64195085,1,Late,High Risk
5828,4,2,4,2,246,4,2,1,7,5056,1,1,1,0,1,1,1,0.7119733,1,Late,High Risk
5829,0,2,3,3,261,4,1,0,9,4529,1,0,1,0,1,1,0,0.56762004,1,Late,Medium Risk
5830,1,2,4,5,207,2,1,0,3,5270,1,1,1,0,0,0,0,0.6845492,1,Late,High Risk
5831,2,2,3,1,133,3,2,1,8,4634,0,0,1,0,0,1,1,0.81368357,1,Late,High Risk
5832,4,2,3,5,269,5,1,1,6,5932,1,0,1,0,1,1,0,0.60761446,1,Late,High Risk
5833,3,2,4,3,251,3,0,1,8,5986,1,1,1,0,1,1,0,0.3214588,0,On Time,Medium Risk
5834,4,2,4,2,252,4,1,0,3,4956,1,1,1,0,1,1,1,0.63467836,1,Late,High Risk
5835,0,2,3,5,135,2,1,0,4,5275,1,0,1,0,0,0,0,0.73466545,1,Late,High Risk
5836,1,2,4,3,273,4,2,0,1,4585,0,1,1,0,1,1,0,0.68610734,1,Late,High Risk
5837,2,2,4,2,168,3,1,1,3,4653,1,1,1,0,0,1,1,0.6492193,1,Late,High Risk
5838,4,2,2,4,233,2,2,0,6,4758,0,0,1,0,1,0,0,0.6782416,1,Late,High Risk
5839,3,2,3,2,133,2,1,0,3,4677,1,0,1,0,0,0,1,0.68703413,1,Late,High Risk
5840,4,2,3,5,147,4,0,1,10,5164,1,0,1,0,0,1,0,0.5928309,1,Late,Medium Risk
5841,0,2,5,2,249,6,1,1,8,5633,0,1,1,0,1,1,1,0.6639957,1,Late,High Risk
5842,1,2,6,3,259,4,1,0,3,4117,1,1,1,0,1,1,0,0.5006541,1,Late,Medium Risk
5843,2,2,4,2,194,3,1,0,10,5171,1,1,1,0,0,1,1,0.66557914,1,Late,High Risk
5844,4,2,4,5,134,6,2,1,7,4881,1,1,1,0,0,1,0,0.5047098,1,Late,Medium Risk
5845,3,2,3,4,98,3,1,1,5,4432,0,0,1,0,0,1,0,0.751063,1,Late,High Risk
5846,4,2,5,1,138,3,1,1,10,5612,1,1,1,0,0,1,1,0.69571793,1,Late,High Risk
5847,0,2,5,5,193,5,0,0,4,5087,1,1,1,0,0,1,0,0.5028579,1,Late,Medium Risk
5848,1,2,5,5,184,3,2,1,7,4742,0,1,1,0,0,1,0,0.6232186,1,Late,High Risk
5849,2,2,4,4,172,3,2,1,7,5098,0,1,1,0,0,1,0,0.65988183,1,Late,High Risk
5850,4,2,4,3,248,2,2,1,2,4701,1,1,1,0,1,0,0,0.55474883,1,Late,Medium Risk
5851,3,2,2,4,114,5,0,0,5,5334,1,0,1,0,0,1,0,0.57662094,1,Late,Medium Risk
5852,4,2,4,5,201,2,0,0,2,4657,0,1,1,0,0,0,0,0.5733306,1,Late,Medium Risk
5853,0,2,3,4,206,4,2,1,2,4372,0,0,1,0,0,1,0,0.666537,1,Late,High Risk
5854,1,2,6,1,185,4,0,0,10,5254,1,1,1,0,0,1,1,0.6150395,1,Late,High Risk
5855,2,2,5,2,272,3,0,1,5,4972,0,1,1,0,1,1,1,0.44328123,0,On Time,Medium Risk
5856,4,2,4,3,266,2,2,1,6,4286,1,1,1,0,1,0,0,0.6323284,1,Late,High Risk
5857,3,2,3,4,203,2,1,1,9,5735,0,0,1,0,0,0,0,0.77865845,1,Late,High Risk
5858,4,2,4,3,218,5,1,1,2,4823,1,1,1,0,1,1,0,0.6451775,1,Late,High Risk
5859,0,2,2,5,279,3,1,0,8,4632,0,0,1,0,1,1,0,0.8280233,1,Late,High Risk
5860,1,2,4,4,159,2,1,1,4,4648,1,1,1,0,0,0,0,0.71206826,1,Late,High Risk
5861,2,2,5,3,138,3,1,0,5,5687,1,1,1,0,0,1,0,0.598704,1,Late,Medium Risk
5862,4,2,3,2,224,3,1,0,7,5896,0,0,1,0,1,1,1,0.7655987,1,Late,High Risk
5863,3,2,3,3,269,3,1,1,4,4309,0,0,1,0,1,1,0,0.59387356,1,Late,Medium Risk
5864,4,2,5,3,121,2,2,0,4,5231,1,1,1,0,0,0,0,0.6063059,1,Late,High Risk
5865,0,1,4,3,134,2,1,0,2,4522,0,1,1,0,0,0,0,0.77317274,1,Late,High Risk
5866,1,1,4,5,259,3,2,1,4,5344,1,1,1,0,1,1,0,0.48155227,0,On Time,Medium Risk
5867,2,1,4,4,206,2,0,1,8,4093,1,1,1,0,0,0,0,0.48108357,0,On Time,Medium Risk
5868,4,1,3,1,209,2,1,1,6,5701,1,0,1,0,0,0,1,0.6968808,1,Late,High Risk
5869,3,1,3,3,145,3,2,1,1,5709,0,0,1,0,0,1,0,0.65935814,1,Late,High Risk
5870,4,1,5,2,164,2,2,1,8,5717,0,1,1,0,0,0,1,0.6986471,1,Late,High Risk
5871,0,1,3,1,133,3,2,1,6,5464,1,0,1,0,0,1,1,0.5647005,1,Late,Medium Risk
5872,1,1,3,2,178,3,1,0,5,5686,0,0,1,0,0,1,1,0.68380296,1,Late,High Risk
5873,2,1,4,3,175,2,1,1,3,4200,0,1,1,0,0,0,0,0.66232026,1,Late,High Risk
5874,4,1,2,4,242,3,2,1,8,4898,0,0,1,0,1,1,0,0.5995212,1,Late,Medium Risk
5875,3,1,4,2,202,3,1,1,8,4575,1,1,1,0,0,1,1,0.6247383,1,Late,High Risk
5876,4,1,4,3,176,2,1,0,6,5149,1,1,1,0,0,0,0,0.6399128,1,Late,High Risk
5877,0,1,4,3,203,4,1,0,1,5274,0,1,1,0,0,1,0,0.71330845,1,Late,High Risk
5878,1,1,4,3,207,4,1,1,5,5008,1,1,1,0,0,1,0,0.64407325,1,Late,High Risk
5879,2,1,4,2,268,3,2,1,1,4927,0,1,1,0,1,1,1,0.6651239,1,Late,High Risk
5880,4,1,3,3,244,3,1,1,6,5109,0,0,1,0,1,1,0,0.6588233,1,Late,High Risk
5881,3,1,3,5,134,3,1,0,10,4693,0,0,1,0,0,1,0,0.8133379,1,Late,High Risk
